Url,Case_id,Case_title,Appellant,Respondent,Intervener
http://www.bailii.org/uk/cases/UKSC/2010/36.html,UKSC 2010 36,"R (on the application of ZO (Somalia) and others) (Respondents) , Secretary of State for the Home Department (Appellant)  ,Purpose,Schooling and education of minors","Robin Tam QC,Daniel Beard,(Instructed by Treasury Solicitor)","Richard Wilson QC,Philip Nathan,(Instructed by Duncan Lewis & Co Solicitors),Michael Fordham QC,Christopher Jacobs,(Instructed by Scudamores Solicitors)",
http://www.bailii.org/uk/cases/UKSC/2015/65.html,UKSC 2015 65,"British American Tobacco Denmark A/S and others (Respondents) 
,v, Kazemier Transport BV (Appellant)
, ,British American Tobacco Switzerland SA (Respondents) 
,v ,H Essers Security Logistics BV and another (Appellants)","John Passmore QC,(Instructed by Holman Fenwick Willan LLP)","Charles Priday,Benjamin Parker,(Instructed by Gateley UK)",
http://www.bailii.org/uk/cases/UKSC/2013/60.html,UKSC 2013 60,"In the matter of A (Children),,","James Turner QC,Alistair Perkins,Hassan Khan,(Instructed by Dawson Cornwell)","Henry Setright QC,Manjit Gill QC,Edward Devereux,David Marusza,(Instructed by Thompson & Co)","Richard Harrison QC,Peter Newman,(Instructed by Bindmans LLP),Alex Verdan QC,Jacqueline Renton,Michael Gration,(Instructed by Farrer & Co LLP),Baroness Scotland QC,Ruth Kirby,Rachel Chisholm,Maeve O'Rourke,(Instructed by Hodge Jones & Allen)"
http://www.bailii.org/uk/cases/UKSC/2015/44.html,UKSC 2015 44,Anson (Appellant)  Commissioners for Her Majesty's Revenue and Customs (Respondent),"Jonathan Peacock QC,Richard Keen QC,John Brinsmead-Stockham,(Instructed by Ernst & Young LLP)","David Ewart QC,Julian Ghosh QC,James Henderson,(Instructed by HMRC Solicitor's Office)",
http://www.bailii.org/uk/cases/UKSC/2011/59.html,UKSC 2011 59,"R , Gnango (Respondent)","Brian Altman QC,Mark Heywood QC,(Instructed by Crown Prosecution Service)","Sallie Bennett-Jenkins QC,Nina Grahame,(Instructed by Mackesy's Solicitors)",
http://www.bailii.org/uk/cases/UKSC/2011/39.html,UKSC 2011 39,Lucasfilm Limited and others (Appellants) v Ainsworth and another (Respondents),"Jonathan Sumption QC,Michael Bloch QC,Alan Bryson,(Instructed by Harbottle & Lewis LLP)","Alastair Wilson QC,George Hamer,(Instructed by S C Andrew LLP)",
http://www.bailii.org/uk/cases/UKSC/2010/53.html,UKSC 2010 53,Spiller and another (Appellants) v Joseph and others (Respondents),"David Price Solicitor ,(Advocate of David Price Solicitors & Advocates)","William Bennett,(Instructed by Pattinson & Brewer)","Andrew Caldecott QC,Sarah Palin,(Instructed by Reynolds Porter Chamberlain LLP)"
http://www.bailii.org/uk/cases/UKSC/2011/19.html,UKSC 2011 19,"Commissioners for Her Majesty's Revenue and Customs (Appellant) , Tower MCashback LLP 1 and another (Respondents)","Kevin Prosser QC,Rebecca Murray,(Instructed by Solicitor for Her Majesty's Revenue and Customs)","Giles Goodfellow QC,Richard Vallat,Thomas Chacko,(Instructed by Ashton Rowe Solicitors)",
http://www.bailii.org/uk/cases/UKSC/2013/1.html,UKSC 2013 1,R (on the application of Prudential plc and another) (Appellants) v Special Commissioner of Income Tax and another (Respondents),"Lord Pannick QC,Conrad McDonnell,(Instructed by PricewaterhouseCoopers Legal LLP)","James Eadie QC,Patrick Goodall,(Instructed by Solicitor to Her Majesty's Revenue and Customs )","Sir Sydney Kentridge QC,Tom Adam QC,Tim Johnston,(Instructed by Herbert Smith Freehills LLP ),Bankim Thanki QC,Ben Valentin,Henry King,Rebecca Loveridge,(Instructed by Field Fisher Waterhouse LLP ),Patricia Robertson QC,(Instructed by Simmons & Simmons LLP ),Michael Edenborough QC QC,James Tumbridge,(Instructed by Gowlings (UK) LLP ),Philip Havers QC,(Instructed by Legal Services Board)"
http://www.bailii.org/uk/cases/UKSC/2013/71.html,UKSC 2013 71,"Bucnys (Appellant) , Ministry of Justice, Lithuania (Respondent) ,Sakalis (Appellant) v Ministry of Justice, Lithuania (Respondent),Lavrov (Respondent) v Ministry of Justice, Estonia (Appellant),Part 1 warrant and certificate,I.,GENERAL PROVISIONS,RECOURSE FOR ISSUING EUROPEAN ARREST WARRANT,III. ISSUING OF THE EUROPEAN ARREST WARRANT","James Lewis QC,Joel Smith,(Instructed by Kayders Solicitors),James Lewis QC,Ben Cooper,(Instructed by EBR Attridge LLP),Julian Knowles QC,Mark Summers,James Stansfield,Hannah Pye,(Instructed by Crown Prosecution Service)","Julian Knowles QC,Mark Summers,James Stansfield,Hannah Pye,(Instructed by Crown Prosecution Service),Julian Knowles QC,Mark Summers,James Stansfield,Hannah Pye,(Instructed by Crown Prosecution Service),Alun Jones QC,Aaron Watkins,Michelle Butler,(Instructed by Kaim Todner Solicitors Ltd)",
http://www.bailii.org/uk/cases/UKSC/2014/43.html,UKSC 2014 43,"AGRICULTURAL SECTOR (WALES) BILL - Reference by the Attorney General for England and Wales ,E+W+S+N.I.","Dominic Grieve QC,Jonathan Swift QC,Joanne Clement,(Instructed by Treasury Solicitors)","Theodore Huckle QC Elisabeth Laing QC,(Instructed by Welsh Government Legal Services Department),John F Larkin QC,Conleth Bradley SC,(Instructed by Office of the Attorney General for Northern Ireland)",
http://www.bailii.org/uk/cases/UKSC/2012/14.html,UKSC 2012 14,"TRIGGER - BAI (Run Off) Limited (In Scheme of Arrangement) (Appellant) , Durham (Respondent),TRIGGER - BAI (Run Off) Limited (In Scheme of Arrangement) (Appellant) , Thomas Bates and Son Limited (Respondent),TRIGGER - Excess Insurance Company Limited (Respondent) , Akzo Nobel UK Limited (Appellant) ,TRIGGER - Excess Insurance Company Limited (Respondent) , Amec plc (Appellant),TRIGGER - Excess Insurance Company Limited (Respondent) , Edwards (Appellant) ,TRIGGER - Independent Insurance Company Limited (Appellant) , Fleming and another (Respondents) ,TRIGGER - Municipal Mutual Insurance Company (Appellant) , Zurich Insurance Company and others (Respondents),TRIGGER - Municipal Mutual Insurance Limited (Respondent) , Zurich Insurance Company (Appellant),TRIGGER - Municipal Mutual Insurance Limited (Respondent) , Zurich Insurance Company and Adur District Council and others (Appellants)","Roger Stewart QC,Stephen Robins,(Instructed by DLA Piper UK LLP),Roger Stewart QC,Stephen Robins,(Instructed by DLA Piper UK LLP),Michael Beloff QC,Richard Harrison,(Instructed by Hill Hofstetter LLP),Michael Beloff QC,Richard Harrison,(Instructed by Berrymans Lace Mawer),Colin Wynter QC,Andrew Burns,(Instructed by Thompsons Solicitors),Roger Stewart QC,Stephen Robins,(Instructed by DLA Piper UK LLP),Howard Palmer QC,Sonia Nolten,(Instructed by Watmores),Jeremy Stuart-Smith QC,Leigh-Ann Mulcahy QC,Clare Dixon,(Instructed by Buller Jeffries),Michael Beloff QC,A John Williams,(Instructed by Kennedys & Berrymans Lace Mawer)","Colin Wynter QC,Alison McCormick,(Instructed by Irwin Mitchell),Edward Bartley Jones QC,Digby Jess,(Instructed by Weightmans LLP),Colin Edelman QC,David Platt QC,Peter Houghton,(Instructed by Plexus Law),Colin Edelman QC,David Platt QC,Peter Houghton,(Instructed by Plexus Law),Colin Edelman QC,David Platt QC,Peter Houghton,(Instructed by Plexus Law),Colin Wynter QC,Timothy Smith,(Instructed by John Pickering and Partners),Jeremy Stuart-Smith QC,Leigh-Ann Mulcahy QC,Clare Dixon,(Instucted by Buller Jeffries),Michael Beloff QC,A John Williams,(Instructed by Kennedys & Berrymans Lace Mawer),Howard Palmer QC,Sonia Nolten,(Instructed by Watmores),Howard Palmer QC,Sonia Nolten,(Instructed by Watmores)","Jeremy Johnson QC,Elliot Gold,(Instructed by DWP/DH Legal Services)"
http://www.bailii.org/uk/cases/UKSC/2011/52.html,UKSC 2011 52,"Berrisford (FC) (Appellant) , Mexfield Housing Co-operative Limited (Respondent)","Mark Wonnacott,(Instructed by Mary Ward Legal Centre)","Jonathan Gaunt QC,Kerry Bretherton,Laura Tweedy,(Instructed by Rickerbys LLP)",
http://www.bailii.org/uk/cases/UKSC/2012/21.html,UKSC 2012 21,NJDB (Appellant) v JEG and another (Respondents) (Scotland),"Andrew Smith QC,John Halley,(Instructed by Jardine Donaldson Solicitors)","Simon di Rollo QC,Stuart Buchanan,(Instructed by Virgil Crawford & Co Solicitors),Andrew Hajducki QC,Maggie Hughes,(Instructed by Campbell Smith WS LLP)",
http://www.bailii.org/uk/cases/UKSC/2011/57.html,UKSC 2011 57,"Russell (Appellant) and others , Transocean International Resources Limited and others (Respondents) (Scotland),Russell and others (Appellants) , Transocean International Resources Limited and others (Respondents) (Scotland)","Thomas Linden QC,Peter Edwards,(Instructed by Thompsons Solicitors)","John Cavanagh QC,Sandy Kemp,(Instructed by Simpson & Marwick)",
http://www.bailii.org/uk/cases/UKSC/2009/9.html,UKSC 2009 9,"R (on the application of Barclay and others) (Appellants) , Secretary of State for Justice and others (Respondents) ,""Right to free elections","Lord Pannick QC,James Dingemans QC,Jessica Simor,(Instructed by Withers LLP) (UK),(Instructed by Ozannes Advocates) (Guernsey) ,Tomaz Slivnik","Jonathan Crow QC,Ben Hooper,(Instructed by Treasury Solicitors)",
http://www.bailii.org/uk/cases/UKSC/2011/32.html,UKSC 2011 32,"Scottish Widows plc (Appellant) , Commissioners for Her Majesty's Revenue and Customs (Respondent) (Scotland)","John Gardiner QC,David Johnston QC,Philip Walford,(Instructed by Maclay Murray & Spens LLP),Andrew Young QC,Kenneth Campbell,(Instructed by Office of the Solicitor to the Advocate General for Scotland)","Andrew Young QC,Kenneth Campbell,(Instructed by Office of the Solicitor to the Advocate General for Scotland),John Gardiner QC,David Johnston QC,Philip Walford,(Instructed by Maclay Murray & Spens LLP)",
http://www.bailii.org/uk/cases/UKSC/2018/42.html,UKSC 2018 42,"R ,v,
  Mackinlay and others (Respondents)","(Director of
  Public Prosecutions)","(Craig Mackinlay),(Nathan Gray),(Marion Little)",
http://www.bailii.org/uk/cases/UKSC/2018/24.html,UKSC 2018 24,,"Clifford DartonSally Anne
  Blackmore(Instructed by Edward
  Harte LLP)","Michael Paget,Zoë Whittington,(Instructed by DH
  Law Ltd)",
http://www.bailii.org/uk/cases/UKSC/2017/71.html,UKSC 2017 71,"Michalak (Respondent) ,v, General Medical Council
and others (Appellants)","John Bowers QC,Ivan Hare QC,(Instructed by GMC
  Legal)","William Edis QC,Adam Ohringer,(Instructed by
  RadcliffesLeBrasseur (Leeds))","Catherine Callaghan,Adam Solomon,(Instructed by
  Fieldfisher),Robin Allen QC,(Instructed by
  Equality & Human Rights Commission)"
http://www.bailii.org/uk/cases/UKSC/2016/7.html,UKSC 2016 7,"Shop Direct Group (Appellant) ,v, Commissioners
for Her Majesty’s Revenue and Customs (Respondent)","David Goldberg QC,Michael Jones,(Instructed by
  Weil, Gotshal & Manges)","Malcolm Gammie QC,Elizabeth Wilson,(Instructed by Her
  Majesty’s Revenue & Customs Solicitor’s Office)",
http://www.bailii.org/uk/cases/UKSC/2015/63.html,UKSC 2015 63,,"John Cavanagh QC,Sir Daniel
  Bethlehem KCMG QC,(Instructed by
  Nabarro LLP)","The Respondent was
  not represented and did not appear","Michael Beloff QC,Sarah Wilkinson,(Instructed by The
  Government Legal Department)"
http://www.bailii.org/uk/cases/UKSC/2018/4.html,UKSC 2018 4,"Robinson (Appellant) ,v, Chief Constable of West
Yorkshire Police (Respondent)","Nicholas Bowen QC,David Lemer,Duncan Fairgrieve,(Instructed by
  Grieves Solicitors)","Jeremy Johnson QC,Ian Skelt,(Instructed by West
  Yorkshire Police Legal Services)",
http://www.bailii.org/uk/cases/UKSC/2015/77.html,UKSC 2015 77,"Macklin (Appellant) 
,v, Her Majesty's Advocate (Respondent) (Scotland)","Gordon Jackson QC,Gerard Considine,(Instructed by Fitzpatrick & Co)","Andrew Brown QC,Angela Gray,(Instructed by Appeals Unit, Crown Office)",
http://www.bailii.org/uk/cases/UKSC/2015/48.html,UKSC 2015 48,Commissioners for Her Majesty's Revenue and Customs (Respondent)  The Rank Group Plc (Appellant),"Paul Lasok QC,Valentina Sloane,(Instructed by Forbes Hall LLP)","George Peretz QC,Laura Elizabeth John,(Instructed by HMRC Solicitor's Office)",
http://www.bailii.org/uk/cases/UKSC/2014/4.html,UKSC 2014 4,,,,
http://www.bailii.org/uk/cases/UKSC/2013/17.html,UKSC 2013 17,"Hayes (FC) (Respondent) , Willoughby (Appellant)","Clive Wolman,(Instructed by Michael John Willoughby)","Robin Allen QC,Akua Reindorf,(Instructed by Ginn & Co)",
http://www.bailii.org/uk/cases/UKSC/2013/37.html,UKSC 2013 37,"Apollo Engineering Limited (Appellant) , James Scott Limited (Respondent) (Scotland)",Gabriel Politakis,"Nick Ellis QC,(Instructed by Macroberts LLP)",
http://www.bailii.org/uk/cases/UKSC/2012/37.html,UKSC 2012 37,"Hewage (Respondent) , Grampian Health Board (Appellant) (Scotland)","Ian Truscott QC,(Instructed by NHS National Services Scotland Central Legal Office)","Brian Napier QC,Christine McCrossan,(Instructed by Lefevre Litigation)",
http://www.bailii.org/uk/cases/UKSC/2012/1.html,UKSC 2012 1,"Ravat (Respondent) ,v, Halliburton Manufacturing and Services Ltd (Appellant) (Scotland)","John Cavanagh QC,(Instructed by Paull & Williamsons)","Aidan O'Neill  QC,Christine McCrossan,(Instructed by Lefevre Litigation)",
http://www.bailii.org/uk/cases/UKSC/2010/7.html,UKSC 2010 7,"McInnes (Appellant) , Her Majesty's Advocate (Respondent) (Scotland)","John Carroll,Moira MacKenzie,(Instructed by McClure Collins Solicitors)","Paul McBride QC,Gordon Balfour,(Instructed by Crown Office and Procurator Fiscal Service),The Baron Davidson of Glen Clova QC,Mark Lindsay,(Instructed by Office of the Solicitor to the Advocate General for Scotland)","The Baron Davidson of Glen Clova QC,Mark Lindsay,(Instructed by Office of the Solicitor to the Advocate General for Scotland)"
http://www.bailii.org/uk/cases/UKSC/2013/79.html,UKSC 2013 79,"G (AP) (Appellant) , Scottish Ministers and another (Respondents) (Scotland)","Joanna Cherry QC,David Leighton,(Instructed by McKennas)","Gerry Moynihan QC,Anna Poole QC,(Instructed by Scottish Government Legal Directorate Litigation Division),Kenneth Campbell QC,John MacGregor,(Instructed by The Mental Health Tribunal for Scotland)",
http://www.bailii.org/uk/cases/UKSC/2017/21.html,UKSC 2017 21,"BPE Solicitors and another (Respondents) ,v,
Hughes-Holland (in substitution for Gabriel) (Appellant),","David Halpern QC,Adam
  Chichester-Clark,(Instructed by
  Roose + Partners)","Roger Stewart QC,Scott Allen,(Instructed by
  Beale & Company Solicitors LLP)",
http://www.bailii.org/uk/cases/UKSC/2015/53.html,UKSC 2015 53,,"Timothy Morshead QC,Daniel Kolinsky QC,(Instructed by HMRC Solicitors Office)",,
http://www.bailii.org/uk/cases/UKSC/2010/31.html,UKSC 2010 31,"HJ (Iran) (FC) (Appellant) , Secretary of State for the Home Department (Respondent) and one other action,HT (Cameroon) (FC) (Appellant) , Secretary of State for the Home Department (Respondent) and one other action","Raza Husain QC,Laura Dubinsky,(Instructed by Paragon Law),Monica Carss-Frisk QC,Peter Jorro,(Instructed by Wilson & Co Solicitors)","Charles Bourne,Jane Collier,(Instructed by Treasury Solicitor),Charles Bourne,Paul Greatorex,(Instructed by Treasury Solicitor)","Karon Monaghan QC,Jessica Simor,Helen Law,(Instructed by the Commission),Michael Fordham QC,Naina Patel,(Instructed by Baker & McKenzie LLP)"
http://www.bailii.org/uk/cases/UKSC/2015/74.html,UKSC 2015 74,"Trump International Golf Club Scotland Limited and another (Appellants) 
,v, The Scottish Ministers (Respondents) (Scotland)","John Campbell QC,James Findlay QC,(Instructed by Balfour & Manson)","James Mure QC,Kay Springham,(Instructed by Scottish Government Legal Directorate, Litigation Division)",
http://www.bailii.org/uk/cases/UKSC/2012/50.html,UKSC 2012 50,Morris (Appellant) v Rae (Respondent) (Scotland),"J Gordon Reid QC,David Logan,(Instructed by Campbell Smith WS LLP)","Roddy Dunlop QC,Jonathan A Brown,(Instructed by HBM Sayers Solicitors)",
http://www.bailii.org/uk/cases/UKSC/2012/53.html,UKSC 2012 53,LOCAL GOVERNMENT BYELAWS (WALES) BILL 2012 - Reference by the Attorney General for England and Wales,,,
http://www.bailii.org/uk/cases/UKSC/2018/36.html,UKSC 2018 36,,,"Louis Mably QC,Alison Morgan,(Instructed by CPS
  Appeals and Review Unit)",
http://www.bailii.org/uk/cases/UKSC/2013/6.html,UKSC 2013 6,"O'Brien (Appellant) , Ministry of Justice (Formerly the Department for Constitutional Affairs) (Respondents)  ,II","Robin Allen QC,Rachel Crasnow,(Instructed by Browne Jacobson LLP),Robin Allen QC,Rachel Crasnow,(Instructed by Browne Jacobson LLP)","John Cavanagh QC,Sarah Moore,Holly Stout,(Instructed by Treasury Solicitor),John Cavanagh QC,Sarah Moore,Holly Stout,(Instructed by Treasury Solicitor)","Ian Rogers,(Instructed by Underwood Solicitors LLP),Ian Rogers,(Instructed by Underwood Solicitors LLP)"
http://www.bailii.org/uk/cases/UKSC/2017/52.html,UKSC 2017 52,"McDonald (Respondent) ,v, Newton or McDonald
(Appellant) (Scotland)","Jonathan Mitchell
  QC,John Speir,(Instructed by
  Allan McDougall Solicitors)","Janys M Scott QC,Kirsty Malcolm,(Instructed by
  Thorley Stephenson SSC)",
http://www.bailii.org/uk/cases/UKSC/2017/59.html,UKSC 2017 59,"MT Højgaard A/S (Respondent) ,v, E.ON Climate
& Renewables UK Robin Rigg East Limited and another (Appellants)","John Marrin QC,Paul Buckingham,(Instructed by
  Gowling WLG (UK) LLP)","David
  Streatfeild-James QC,Mark
  Chennells,(Instructed by
  Fenwick Elliott LLP)",
http://www.bailii.org/uk/cases/UKSC/2012/48.html,UKSC 2012 48,",","James Eadie QC,Ben Watson,Dan Sarooshi,(Instructed by Treasury Solicitor)","Nathalie Lieven QC,Ben Jaffey,Tristan Jones,(Instructed by Leigh Day & Co)","Thomas de la Mare QC,Fraser Campbell,(Instructed by Allen & Overy LLP)"
http://www.bailii.org/uk/cases/UKSC/2012/59.html,UKSC 2012 59,"X (Appellant) , Mid Sussex Citizens Advice Bureau and another (Respondents) ,Purpose,Concept of discrimination,Scope,Compliance","John Lofthouse,Spencer Keen,(Instructed by Charles Russell LLP)","Christopher Jeans QC,Paul Michell,(Instructed by Bates Wells & Braithwaite LLP)","Kassie Smith,(Instructed by Treasury Solicitor),Robin Allen QC,Declan O'Dempsey,Olivia-Faith Dobbie,(Instructed by Equality and Human Rights Commission),John Bowers QC,(Instructed by The Christian Institute)"
http://www.bailii.org/uk/cases/UKSC/2016/42.html,UKSC 2016 42,"Patel (Respondent) ,v, Mirza (Appellant)","Matthew Collings QC,(Instructed by
  Mischon de Reya)","Philip Shepherd QC,Professor Graham
  Virgo,(Instructed by K A
  Arnold & Co)",
http://www.bailii.org/uk/cases/UKSC/2011/42.html,UKSC 2011 42,"Houldsworth and another (Respondents) , Bridge Trustees Limited and another (Respondents) and Secretary of State for Work and Pensions (Appellant)","Christopher Nugee QC,Jonathan Hilliard,(Instructed by DWP/DH Legal Services)","Andrew Simmonds QC,Nicolas Stallworthy QC,(Instructed by 3volution LLP),Keith Rowley QC,(Instructed by Eversheds LLP)",
http://www.bailii.org/uk/cases/UKSC/2016/46.html,UKSC 2016 46,"Lee-Hirons (Appellant) ,v ,Secretary of State for
Justice (Respondent)","Jenni Richards QC,John McKendrick QC,(Instructed by
  Stephens Scown LLP)","Martin Chamberlain
  QC,Oliver Jones,(Instructed by The
  Government Legal Department)",
http://www.bailii.org/uk/cases/UKSC/2014/54.html,UKSC 2014 54,"The Attorney General of Jersey and ,The States of Guernsey (Interveners)","James Eadie QC,Ben Hooper,(Instructed by Simon Ramsden, Treasury Solicitors)",,"Sir Jeffery Jowell QC,Iain Steele,Jason Pobjoy,(Instructed by Timothy Le Cocq QC, HM Attorney General, Jersey; Megan Pullum QC, HM Comptroller, Guernsey)"
http://www.bailii.org/uk/cases/UKSC/2010/27.html,UKSC 2010 27,,"Karen Quinlivan BL,Leona Askin BL,(Instructed by Madden & Finucane )","Heather Gibson QC,Paul McLaughlin BL,(Instructed by Education & Library Board Solicitors )","Dr Tony McGleenan BL,(Written submissions),(Instructed by John J Rice & Co Solicitors)"
http://www.bailii.org/uk/cases/UKSC/2014/32.html,UKSC 2014 32,"Clyde & Co LLP and another (Respondents) , Bates van Winkelhof (Appellant)",,,
